3,7,CS,0.3,32,48,1,1,1,norm,CS,1
3,7,CS,0.3,56,84,1,1,1,norm,CS,2
3,7,CS,0.3,40,40,1,1,1,norm,CS,3
3,7,CS,0.3,70,70,1,1,1,norm,CS,4
3,7,CS,0.7,32,48,1,1,1,norm,CS,5
3,7,CS,0.7,56,84,1,1,1,norm,CS,6
3,7,CS,0.7,40,40,1,1,1,norm,CS,7
3,7,CS,0.7,70,70,1,1,1,norm,CS,8
3,7,AR,0.3,32,48,1,1,1,norm,CS,9
3,7,AR,0.3,56,84,1,1,1,norm,CS,10
3,7,AR,0.3,40,40,1,1,1,norm,CS,11
3,7,AR,0.3,70,70,1,1,1,norm,CS,12
3,7,AR,0.7,32,48,1,1,1,norm,CS,13
3,7,AR,0.7,56,84,1,1,1,norm,CS,14
3,7,AR,0.7,40,40,1,1,1,norm,CS,15
3,7,AR,0.7,70,70,1,1,1,norm,CS,16
3,3,CS,0.3,32,48,1,1,1,norm,CS,17
3,3,CS,0.3,56,84,1,1,1,norm,CS,18
3,3,CS,0.3,40,40,1,1,1,norm,CS,19
3,3,CS,0.3,70,70,1,1,1,norm,CS,20
3,3,CS,0.7,32,48,1,1,1,norm,CS,21
3,3,CS,0.7,56,84,1,1,1,norm,CS,22
3,3,CS,0.7,40,40,1,1,1,norm,CS,23
3,3,CS,0.7,70,70,1,1,1,norm,CS,24
3,3,AR,0.3,32,48,1,1,1,norm,CS,25
3,3,AR,0.3,56,84,1,1,1,norm,CS,26
3,3,AR,0.3,40,40,1,1,1,norm,CS,27
3,3,AR,0.3,70,70,1,1,1,norm,CS,28
3,3,AR,0.7,32,48,1,1,1,norm,CS,29
3,3,AR,0.7,56,84,1,1,1,norm,CS,30
3,3,AR,0.7,40,40,1,1,1,norm,CS,31
3,3,AR,0.7,70,70,1,1,1,norm,CS,32
3,7,CS,0.3,32,48,1,1,1,cauchy,CS,33
3,7,CS,0.3,56,84,1,1,1,cauchy,CS,34
3,7,CS,0.3,40,40,1,1,1,cauchy,CS,35
3,7,CS,0.3,70,70,1,1,1,cauchy,CS,36
3,7,CS,0.7,32,48,1,1,1,cauchy,CS,37
3,7,CS,0.7,56,84,1,1,1,cauchy,CS,38
3,7,CS,0.7,40,40,1,1,1,cauchy,CS,39
3,7,CS,0.7,70,70,1,1,1,cauchy,CS,40
3,7,AR,0.3,32,48,1,1,1,cauchy,CS,41
3,7,AR,0.3,56,84,1,1,1,cauchy,CS,42
3,7,AR,0.3,40,40,1,1,1,cauchy,CS,43
3,7,AR,0.3,70,70,1,1,1,cauchy,CS,44
3,7,AR,0.7,32,48,1,1,1,cauchy,CS,45
3,7,AR,0.7,56,84,1,1,1,cauchy,CS,46
3,7,AR,0.7,40,40,1,1,1,cauchy,CS,47
3,7,AR,0.7,70,70,1,1,1,cauchy,CS,48
3,3,CS,0.3,32,48,1,1,1,cauchy,CS,49
3,3,CS,0.3,56,84,1,1,1,cauchy,CS,50
3,3,CS,0.3,40,40,1,1,1,cauchy,CS,51
3,3,CS,0.3,70,70,1,1,1,cauchy,CS,52
3,3,CS,0.7,32,48,1,1,1,cauchy,CS,53
3,3,CS,0.7,56,84,1,1,1,cauchy,CS,54
3,3,CS,0.7,40,40,1,1,1,cauchy,CS,55
3,3,CS,0.7,70,70,1,1,1,cauchy,CS,56
3,3,AR,0.3,32,48,1,1,1,cauchy,CS,57
3,3,AR,0.3,56,84,1,1,1,cauchy,CS,58
3,3,AR,0.3,40,40,1,1,1,cauchy,CS,59
3,3,AR,0.3,70,70,1,1,1,cauchy,CS,60
3,3,AR,0.7,32,48,1,1,1,cauchy,CS,61
3,3,AR,0.7,56,84,1,1,1,cauchy,CS,62
3,3,AR,0.7,40,40,1,1,1,cauchy,CS,63
3,3,AR,0.7,70,70,1,1,1,cauchy,CS,64
3,7,CS,0.3,32,48,1,1,1,lognormal,CS,65
3,7,CS,0.3,56,84,1,1,1,lognormal,CS,66
3,7,CS,0.3,40,40,1,1,1,lognormal,CS,67
3,7,CS,0.3,70,70,1,1,1,lognormal,CS,68
3,7,CS,0.7,32,48,1,1,1,lognormal,CS,69
3,7,CS,0.7,56,84,1,1,1,lognormal,CS,70
3,7,CS,0.7,40,40,1,1,1,lognormal,CS,71
3,7,CS,0.7,70,70,1,1,1,lognormal,CS,72
3,7,AR,0.3,32,48,1,1,1,lognormal,CS,73
3,7,AR,0.3,56,84,1,1,1,lognormal,CS,74
3,7,AR,0.3,40,40,1,1,1,lognormal,CS,75
3,7,AR,0.3,70,70,1,1,1,lognormal,CS,76
3,7,AR,0.7,32,48,1,1,1,lognormal,CS,77
3,7,AR,0.7,56,84,1,1,1,lognormal,CS,78
3,7,AR,0.7,40,40,1,1,1,lognormal,CS,79
3,7,AR,0.7,70,70,1,1,1,lognormal,CS,80
3,3,CS,0.3,32,48,1,1,1,lognormal,CS,81
3,3,CS,0.3,56,84,1,1,1,lognormal,CS,82
3,3,CS,0.3,40,40,1,1,1,lognormal,CS,83
3,3,CS,0.3,70,70,1,1,1,lognormal,CS,84
3,3,CS,0.7,32,48,1,1,1,lognormal,CS,85
3,3,CS,0.7,56,84,1,1,1,lognormal,CS,86
3,3,CS,0.7,40,40,1,1,1,lognormal,CS,87
3,3,CS,0.7,70,70,1,1,1,lognormal,CS,88
3,3,AR,0.3,32,48,1,1,1,lognormal,CS,89
3,3,AR,0.3,56,84,1,1,1,lognormal,CS,90
3,3,AR,0.3,40,40,1,1,1,lognormal,CS,91
3,3,AR,0.3,70,70,1,1,1,lognormal,CS,92
3,3,AR,0.7,32,48,1,1,1,lognormal,CS,93
3,3,AR,0.7,56,84,1,1,1,lognormal,CS,94
3,3,AR,0.7,40,40,1,1,1,lognormal,CS,95
3,3,AR,0.7,70,70,1,1,1,lognormal,CS,96
3,7,CS,0.3,32,48,9,1,1,norm,CS,97
3,7,CS,0.3,56,84,9,1,1,norm,CS,98
3,7,CS,0.3,40,40,9,1,1,norm,CS,99
3,7,CS,0.3,70,70,9,1,1,norm,CS,100
3,7,CS,0.7,32,48,9,1,1,norm,CS,101
3,7,CS,0.7,56,84,9,1,1,norm,CS,102
3,7,CS,0.7,40,40,9,1,1,norm,CS,103
3,7,CS,0.7,70,70,9,1,1,norm,CS,104
3,7,AR,0.3,32,48,9,1,1,norm,CS,105
3,7,AR,0.3,56,84,9,1,1,norm,CS,106
3,7,AR,0.3,40,40,9,1,1,norm,CS,107
3,7,AR,0.3,70,70,9,1,1,norm,CS,108
3,7,AR,0.7,32,48,9,1,1,norm,CS,109
3,7,AR,0.7,56,84,9,1,1,norm,CS,110
3,7,AR,0.7,40,40,9,1,1,norm,CS,111
3,7,AR,0.7,70,70,9,1,1,norm,CS,112
3,3,CS,0.3,32,48,9,1,1,norm,CS,113
3,3,CS,0.3,56,84,9,1,1,norm,CS,114
3,3,CS,0.3,40,40,9,1,1,norm,CS,115
3,3,CS,0.3,70,70,9,1,1,norm,CS,116
3,3,CS,0.7,32,48,9,1,1,norm,CS,117
