2,7,CS,0.3,32,48,1,1,1,norm,1
2,7,CS,0.3,56,84,1,1,1,norm,2
2,7,CS,0.3,40,40,1,1,1,norm,3
2,7,CS,0.3,70,70,1,1,1,norm,4
2,7,CS,0.7,32,48,1,1,1,norm,5
2,7,CS,0.7,56,84,1,1,1,norm,6
2,7,CS,0.7,40,40,1,1,1,norm,7
2,7,CS,0.7,70,70,1,1,1,norm,8
2,7,AR,0.3,32,48,1,1,1,norm,9
2,7,AR,0.3,56,84,1,1,1,norm,10
2,7,AR,0.3,40,40,1,1,1,norm,11
2,7,AR,0.3,70,70,1,1,1,norm,12
2,7,AR,0.7,32,48,1,1,1,norm,13
2,7,AR,0.7,56,84,1,1,1,norm,14
2,7,AR,0.7,40,40,1,1,1,norm,15
2,7,AR,0.7,70,70,1,1,1,norm,16
2,3,CS,0.3,32,48,1,1,1,norm,17
2,3,CS,0.3,56,84,1,1,1,norm,18
2,3,CS,0.3,40,40,1,1,1,norm,19
2,3,CS,0.3,70,70,1,1,1,norm,20
2,3,CS,0.7,32,48,1,1,1,norm,21
2,3,CS,0.7,56,84,1,1,1,norm,22
2,3,CS,0.7,40,40,1,1,1,norm,23
2,3,CS,0.7,70,70,1,1,1,norm,24
2,3,AR,0.3,32,48,1,1,1,norm,25
2,3,AR,0.3,56,84,1,1,1,norm,26
2,3,AR,0.3,40,40,1,1,1,norm,27
2,3,AR,0.3,70,70,1,1,1,norm,28
2,3,AR,0.7,32,48,1,1,1,norm,29
2,3,AR,0.7,56,84,1,1,1,norm,30
2,3,AR,0.7,40,40,1,1,1,norm,31
2,3,AR,0.7,70,70,1,1,1,norm,32
2,7,CS,0.3,32,48,1,2,1,norm,33
2,7,CS,0.3,56,84,1,2,1,norm,34
2,7,CS,0.3,40,40,1,2,1,norm,35
2,7,CS,0.3,70,70,1,2,1,norm,36
2,7,CS,0.7,32,48,1,2,1,norm,37
2,7,CS,0.7,56,84,1,2,1,norm,38
2,7,CS,0.7,40,40,1,2,1,norm,39
2,7,CS,0.7,70,70,1,2,1,norm,40
2,7,AR,0.3,32,48,1,2,1,norm,41
2,7,AR,0.3,56,84,1,2,1,norm,42
2,7,AR,0.3,40,40,1,2,1,norm,43
2,7,AR,0.3,70,70,1,2,1,norm,44
2,7,AR,0.7,32,48,1,2,1,norm,45
2,7,AR,0.7,56,84,1,2,1,norm,46
2,7,AR,0.7,40,40,1,2,1,norm,47
2,7,AR,0.7,70,70,1,2,1,norm,48
2,3,CS,0.3,32,48,1,2,1,norm,49
2,3,CS,0.3,56,84,1,2,1,norm,50
2,3,CS,0.3,40,40,1,2,1,norm,51
2,3,CS,0.3,70,70,1,2,1,norm,52
2,3,CS,0.7,32,48,1,2,1,norm,53
2,3,CS,0.7,56,84,1,2,1,norm,54
2,3,CS,0.7,40,40,1,2,1,norm,55
2,3,CS,0.7,70,70,1,2,1,norm,56
2,3,AR,0.3,32,48,1,2,1,norm,57
2,3,AR,0.3,56,84,1,2,1,norm,58
2,3,AR,0.3,40,40,1,2,1,norm,59
2,3,AR,0.3,70,70,1,2,1,norm,60
2,3,AR,0.7,32,48,1,2,1,norm,61
2,3,AR,0.7,56,84,1,2,1,norm,62
2,3,AR,0.7,40,40,1,2,1,norm,63
2,3,AR,0.7,70,70,1,2,1,norm,64
2,7,CS,0.3,32,48,1,3,1,norm,65
2,7,CS,0.3,56,84,1,3,1,norm,66
2,7,CS,0.3,40,40,1,3,1,norm,67
2,7,CS,0.3,70,70,1,3,1,norm,68
2,7,CS,0.7,32,48,1,3,1,norm,69
2,7,CS,0.7,56,84,1,3,1,norm,70
2,7,CS,0.7,40,40,1,3,1,norm,71
2,7,CS,0.7,70,70,1,3,1,norm,72
